saved_as,original_filename,artifact_id,version_id,content_type,size_bytes
patch_analysis_summary.txt,patch_analysis_summary.txt,d0b012ca-fcbb-4bac-b23c-7a04d46b2397,5b848155-4591-4f84-a226-1132508ff998,text/plain,4853
pilot_msa_refold.zip,pilot_msa_refold.zip,f2741f27-2e33-4012-81a0-cc2e760edf47,8a6e15df-1fa7-4313-b0a0-3f212259a9fa,application/zip,5966104
pilot_msa_timing_cost.json,pilot_msa_timing_cost.json,a028dd6b-fc06-47ba-bf36-b23bb8aa4d31,486c62f8-c5d8-421a-9e30-7fecc343a20a,application/json,671
pilot_msa_vs_ss.png,pilot_msa_vs_ss.png,24811e73-c104-4185-9b97-c4c257f031a1,67dfe880-ff74-45ca-ac09-52ade7fda866,image/png,113420
pilot_scores_msa_vs_ss.csv,pilot_scores_msa_vs_ss.csv,feedf4e1-e8c1-464d-b59f-e366f6586e1f,93e191cc-71b9-4191-a80e-062da108a966,text/csv,1302
pilot_timing_cost.md,pilot_timing_cost.md,ad088696-25de-49ef-afa3-be438a47d94a,6f8072d2-4a00-42f8-8435-4f5a719fc046,text/markdown,1354
pilot_designs.zip,pilot_designs.zip,61af9e46-181b-4525-bafe-218a916c0afa,4bd5b3ca-49c4-4b4f-bd4e-0cd9d1459e68,application/zip,1140501
pilot_timing_cost.json,pilot_timing_cost.json,61039e10-d32c-403c-b355-5d4292ea6ef9,f31b6155-aa94-4f90-af3e-43ce1b7be2eb,application/json,589
pilot_metrics.png,pilot_metrics.png,2b3302b3-8ff4-43a1-8273-c6d3d471be25,804757b7-295a-40ac-8f43-4c70f4b926aa,image/png,93858
pilot_scores.csv,pilot_scores.csv,f8c95fca-a7dd-4754-9145-c443950edfe1,2a70bffb-b92c-45dd-8eed-755ab800232c,text/csv,1191
denv2_hexamer_built.pdb,denv2_hexamer_built.pdb,4653e5ce-d401-4c77-953a-51967c9bf71b,5d4f4e82-b85f-4a47-834c-67f4453a7642,chemical/x-pdb,1344357
hotspot_patches.json,hotspot_patches.json,027a780e-527a-49cf-a81b-efcf941e7c2a,71a38d6a-99ba-418c-8ae9-50f2840fdbc3,application/json,1955
rfdiffusion_spec.json,rfdiffusion_spec.json,55ce5214-6355-48df-8564-b258daa7cc9f,563bb2a7-8401-4387-bc72-a246a347e3ae,application/json,857
rfdiffusion_pilot.txt,rfdiffusion_pilot.txt,62d28fb5-dcde-45bb-ac9f-1d33e59927b2,f00608a4-849a-4921-8e1a-6d1414441d08,text/plain,437
target_9W22_dimer.pdb,target_9W22_dimer.pdb,11ab4bd1-539f-42e5-9cf6-7bd45708f629,600c65e2-9b70-4c06-b28c-18278214411d,chemical/x-pdb,448173
target_9W22_chainA.pdb,target_9W22_chainA.pdb,6284432d-7c8b-42d6-a290-7d41710eae8c,d3b39f9d-6dc0-4b97-bb98-af2a9356a2cd,chemical/x-pdb,224127
fig_hotspots.png,fig_hotspots.png,5633f181-c305-4330-bd3d-4c24a5778a5e,aa611973-4b5a-48d3-ba38-95163042b286,image/png,600213
af2_pae.png,af2_pae.png,24f75ca5-762e-486d-93a7-0fb05e89678e,1b2b38a1-8c87-4253-8ec7-b1b88405ab75,image/png,24076
af2_plddt.png,af2_plddt.png,fe4c5d2f-f5de-4eaa-b707-f378fc700e9f,47b0508a-f520-42fc-8a35-5250bad958fb,image/png,56320
af2_scores_rank001.json,af2_scores_rank001.json,e78224d4-a549-4127-8ab5-2e7116511c00,8c823c84-bd7e-496a-9eda-1c81b293aaf3,application/json,22708
af2_binder_rank001.pdb,af2_binder_rank001.pdb,283cd4d7-ac10-46ed-a89f-79b4d3d82014,65cb691d-04ee-453f-b1e9-1f9a8470472c,chemical/x-pdb,41067
design_2.pdb,design_2.pdb,66d8165d-8236-4ced-b894-3afc921ac2b2,9c0a9577-3a30-452b-9c77-cbb69851c134,chemical/x-pdb,57084
design_1.pdb,design_1.pdb,a9659246-0d03-4fc8-8afa-452ab6887aee,93d72793-131f-4f9a-975d-9b76b0d623a8,chemical/x-pdb,58692
design_0.pdb,design_0.pdb,b7270e7d-3302-42f3-af91-871139a5b95b,d3d5a272-7d9e-483e-a08a-daceb725dcb5,chemical/x-pdb,58156
af_in.fasta,af_in.fasta,f6abc766-ec5e-43e0-8ddc-ceeac2f505b4,030d2b35-73ab-4086-aa47-8d34afc552a1,text/plain,82
run.log,run.log,8f66b5c5-8cdd-474f-88a8-700374b9b153,bf82b77b-2ab2-4ff3-a9be-d52aec724b84,text/plain,70557
timings.txt,timings.txt,d5da93ae-e64d-489f-934f-c744116bb42b,f919757e-3bd0-4fe9-be16-17568e5ec25e,text/plain,71
conservation.json,conservation.json,a3f7cc95-007c-4202-9996-b427b0ebda01,5a3e249d-eab4-4dda-9b22-514d50b5b9b3,application/json,3566
epitope_validation.json,epitope_validation.json,b5b84391-36f9-4cfa-89fb-d43300e556e1,5e17bdfc-7b16-455a-9c4b-402a4ec79876,application/json,1786
ns1_serotypes.fasta,ns1_serotypes.fasta,d95df740-2322-4077-a51f-61d2b820168d,9c2e06b6-43b9-4eb6-b887-6eb8273879d1,text/plain,1440
ns1_aln.fasta,ns1_aln.fasta,7909106d-5fa1-4166-bfb0-f522db0e6a06,2ec2eb5c-0b1c-46f1-b6c0-c177622f55da,text/plain,1460
pdb_ns1_dengue.csv,pdb_ns1_dengue.csv,410f7c6b-848c-45ca-a2b0-5afdecf52e30,29bc51d7-7622-4db0-acfc-0f7c3c4a636c,text/csv,2456
8WBB_DENV4_NS1_dimer.cif,8WBB_DENV4_NS1_dimer.cif,6ef480e3-2b10-4460-94b8-2a2e0a1822e9,475172ad-278d-462b-b901-9a97117b32d9,chemical/x-cif,574024
8WBE_DENV4_NS1_hexamer.cif,8WBE_DENV4_NS1_hexamer.cif,54aeae2b-33dc-432e-baf4-61125bbc0bc3,5658b18b-ee57-4994-87d1-9409a89aae62,chemical/x-cif,1608184
fig_structure.png,fig_structure.png,7b0d23af-b8fe-41fc-8e4d-c0c6ab539e9d,2f99e727-f0f8-4fb5-a0b6-d81c600451f2,image/png,1241369
fig_conservation.png,fig_conservation.png,f4ce28e1-1b75-422d-869b-881f7d9f71d1,b9ae2f17-7045-440c-83be-9ca426e8d2c3,image/png,90035
